user,userUrl,arkhamdbUserId,id,arkhamdbLink,arkhamdbTitle,renameRegex,series,seriesUrl,upgrade,upgradeBreakpoint1,upgradeBreakpoint2,sideExtras,excerptCount,excerpt
5argon,5argon,61394,43516,https://arkhamdb.com/decklist/view/43516,Can a Single Expansion Fixes Lola? - The Scarlet Keys Ver.,,Can a Single Expansion Fixes Lola?,lola,,,,,222,"This might looks like Darrell Simmons and Wendy Adams combined into something worse. But don't you want to experience both at the same time? And also neither can pretend to be police like Lola, as expected from an actress."
5argon,5argon,61394,43261,https://arkhamdb.com/decklist/view/43261,⌂ 2 Packs Deck Guide : Simple Lightning Gun Deck,.* : (.*),2 Packs Deck Guide : The Dunwich Legacy,dwl,,,,,156,A deck I hope could be bread and butter Zoey for running through your first Dunwich campaign if you got the repackaged Investigator Expansion along with it.
5argon,5argon,61394,43927,https://arkhamdb.com/decklist/view/43927,ƴ 2 Packs Deck Guide : Distillation-Sanctification Build,.* : (.*),2 Packs Deck Guide : The Scarlet Keys,tsk,,,,,171,"His splash Guardian/Survivor cards plus in-faction Seeker access, covers so wide that he can pick MANY timeless Core Set cards while most investigators can only pick some."
5argon,5argon,61394,44255,https://arkhamdb.com/decklist/view/44255,"∞ 2 Packs Deck Guide : Six Blades, Sixth Sense",.* : (.*),2 Packs Deck Guide : The Circle Undone,tcu,,,,,221,"A physical attacker Diana that can flex to get clues without charge limits with Sixth Sense (4) later. Until then she plays like a Guardian (play weapon + Beat Cop, etc.) but with all sorts of cancels for high durability."
5argon,5argon,61394,45022,https://arkhamdb.com/decklist/view/45022,Loading...,.* : (.*),2 Packs Deck Guide : The Circle Undone,tcu,,,,,156,A no-frills Joe Diamond deck that uses minimum card pool yet delivers consistently. What can an inverted card access to Roland Banks do? It's drawing cards!
5argon,5argon,61394,45173,https://arkhamdb.com/decklist/view/45173,Loading...,.* : (.*),2 Packs Deck Guide : The Circle Undone,tcu,,,,,95,"I want to show a way to build a ""training"" Preston deck that is simple to understand and cheap!"
5argon,5argon,61394,45347,https://arkhamdb.com/decklist/view/45347,Loading...,.* : (.*),2 Packs Deck Guide : The Circle Undone,tcu,,,,,199,"Thanks to 4 different cards all from TCU : Crack the Case, Act of Desperation, ""I've had worse…"" (2), and .45 Thompson (3). Parallel Roland back side allow this all-stars assembling of economy cards!"
5argon,5argon,61394,45797,https://arkhamdb.com/decklist/view/45797,Loading...,.* : (.*),2 Packs Deck Guide : The Dunwich Legacy,dwl,,,,,271,"The splash cards, 2x Baseball Bat + 2x Prepared for the Worst combines with in-class 2x Chicago Typewriter + 1x Jenny's Twin .45s to prevent disappointing start in all scenarios. Switch through 5 two-handed weapons with little down time using her fast charging resources."
5argon,5argon,61394,45980,https://arkhamdb.com/decklist/view/45980,ƴ 2 Packs Deck Guide : Carson's Guidance (Seeker),.* : (.*),2 Packs Deck Guide : The Scarlet Keys,tsk,,,,,159,2x Vicious Blow + 2x Deduction are THE original tempo boost card. Your task as a butler is to make sure you are around to add in these commits at crucial time.
5argon,5argon,61394,45981,https://arkhamdb.com/decklist/view/45981,Loading...,.* : (.*),2 Packs Deck Guide : The Scarlet Keys,tsk,,,,,227,"This Carson can contribute to the fight by flexible evasion provided by the zero difficulty tech, and Guard Dog (2) able to gain engagement for evasion easily, making your turn order and how you use your action giving flexible."
5argon,5argon,61394,47357,https://arkhamdb.com/decklist/view/47357,Loading...,.* : (.*),2 Packs Deck Guide : The Feast of Hemlock Vale,fhv,,,,,167,This is a cheap to build Hank deck with many other ways than fighting and tanking to survive while playing on the border of life and death on his Warden Resolute side.
5argon,5argon,61394,47512,https://arkhamdb.com/decklist/view/47512,Loading...,.* : (.*),2 Packs Deck Guide : The Feast of Hemlock Vale,fhv,,,,,157,Just look at the artwork. Wilson deck for my 2 packs series couldn't be any other deck than this. The Cleaning Kit (3) is a long-awaited Shotgun support card
5argon,5argon,61394,47552,https://arkhamdb.com/decklist/view/47552,✂ 2 Packs Deck Guide : Zoey from the Hemlock Vale,.* : (.*),2 Packs Deck Guide : The Feast of Hemlock Vale,fhv,,,,,173,"I want you to get some ""bonus decks"" when you purchase The Feast of Hemlock Vale IE box because lately FFG had been making Parallel Investigator with bless / curse ability. "
5argon,5argon,61394,48098,https://arkhamdb.com/decklist/view/48098,Loading...,.* : (.*),Starter x R.Core Series,starter-rcore,,,,,195,"This deck shows how Wendy Adams can be transformed into a slippery main clue gatherer with improved card draw to feed her ability, using a bunch of new cards from Winifred Habbamock starter deck."
5argon,5argon,61394,48437,https://arkhamdb.com/decklist/view/48437,✂ 2 Packs Deck Guide : Solomon Spell Event Deck,.* : (.*),2 Packs Deck Guide : The Feast of Hemlock Vale,fhv,,,,,76,A deck centered around The Key of Solomon supporting the Lv. 2 spell events.
